,keyword,text,lat,long,census,comp,category,LILATracts_1And10,county
5469,corn,Rudy and I set up squirrel feeders with corn and peanuts to save the bird feeders for the birds. @ Domains Buy Design ,26.14019,-80.1885099,12011041200,0.4939,healthy,0,12011
5470,corn,Best time with even better coworkers  My favorite parts were @sarahnalumbaugh s corn dish and me not dropping any pop-ups. #WorkHardPlayHard @ Hjelte Sports Center ,34.16764909,-118.48560121,06037980024,0.8779,healthy,0,06037
5471,orange,Graffiti Tracking: Orange Line,34.18639,-118.4989,06037980024,0.0,healthy,0,06037
5472,corn,"Wise Goods barbecue taco popup oakcliffbrewing: baby-back rib better than the brisket, which skewed dry. Tip: The local corn tortilla comes from Georgia-based La Banderita. @ Oak Cliff ",32.73278854,-96.83825970000001,48113006200,0.7184,healthy,0,48113
5473,corn,5 DAYS until @crkernels  #Milb #waitingfor #thisistwinsterritory #isitbaseballseasonyet @ A Corn Field in Iowa ,41.69452006,-92.77358963,19099040900,0.0,healthy,0,19099
5474,corn,"Last nights Spring Fling was a blast! Sand art, mosaics, spin art, corn hole, bowling, face painting, a bounce house, grilled cheese, watermelon, and lots of friends! Thanks for ",40.763186,-73.994508,36061012900,0.7639,healthy,0,36061
5475,orange,"One with the boys...Let there be orange everywhere! #Holi2019 #NYC

PC: @sharminkazi1 @ Hell's Kitchen, Manhattan ",40.763186,-73.994508,36061012900,0.0,healthy,0,36061
5476,orange,"Orange  moments with some great  guys @ Hell's Kitchen, Manhattan ",40.763186,-73.994508,36061012900,0.6249,healthy,0,36061
5477,corn,"Special: Pulled Pork &amp; Grits $11 Manchego-chorizo grits topped with pulled pork &amp; rib meat simmered in a spicy pork broth, served with pickle-roasted corn relish, Jamaican jerk aioli, &amp; ",39.17968,-96.56085,20161000802,0.0772,healthy,0,20161
5478,meat,"Special: Pulled Pork &amp; Grits $11 Manchego-chorizo grits topped with pulled pork &amp; rib meat simmered in a spicy pork broth, served with pickle-roasted corn relish, Jamaican jerk aioli, &amp; ",39.17968,-96.56085,20161000802,0.0772,healthy,0,20161
5479,pork,"Special: Pulled Pork &amp; Grits $11 Manchego-chorizo grits topped with pulled pork &amp; rib meat simmered in a spicy pork broth, served with pickle-roasted corn relish, Jamaican jerk aioli, &amp; ",39.17968,-96.56085,20161000802,0.0772,healthy,0,20161
5480,corn,"Input this out so the squirrels would stay out of our bird feeders...looks like they like the corn! @ Five Forks, South Carolina ",34.6328,-82.6706,45007010600,0.6476,healthy,0,45007
5481,corn,Getting in a game of corn hole during the @sjearthquakes pregame activities. #vhpforlife #vamossj #wearesanjose #cornhole @ Earthquakes Soccer ,37.351009000000005,-121.92475400000001,06085505100,0.0,healthy,1,06085
5482,pork,The mvp so far this season has been the spicy pork from the Korean truck. Hope that changes today. #quakes74 @ Avaya Stadium ,37.351389000000005,-121.925,06085505100,0.4404,healthy,1,06085
5483,chicken,Today is a extra special day for me because my dinner tonight is barbecued chicken with potatoes and a cocacola Which is also one of the most common dinners @nkotb have during their ,37.36522721,-121.92397028,06085505100,0.4019,healthy,1,06085
5484,corn,3rd Annual Team Suffolk Corn Hole Tournament with mjfrederichs - best of the best!! @SuffolkBuilds #wearesuffolk @ Estero Executive Center ,26.4306908,-81.78086850000001,12071050306,0.8745,healthy,0,12071
5485,corn,@mothersmarkets cafe in #manhattanbeach you can get this #vegan #chickpea scramble made with #spinach #mushrooms #corn and this version is using #quinoa as a sub for the roasted potatoes. ,33.90119658,-118.38242769,06037620400,0.0,healthy,0,06037
5486,quinoa,@mothersmarkets cafe in #manhattanbeach you can get this #vegan #chickpea scramble made with #spinach #mushrooms #corn and this version is using #quinoa as a sub for the roasted potatoes. ,33.90119658,-118.38242769,06037620400,0.0,healthy,0,06037
5487,spinach,@mothersmarkets cafe in #manhattanbeach you can get this #vegan #chickpea scramble made with #spinach #mushrooms #corn and this version is using #quinoa as a sub for the roasted potatoes. ,33.90119658,-118.38242769,06037620400,0.0,healthy,0,06037
5488,corn,"Saturday Samples! Try before you buy. Our new Bliss organics energy cubes, RW Garcia organic corn chips 2/$4, Epic Hickory smoked uncured bacon jerky for paleo or low carb ",31.83176,-81.61291,13179010202,0.6114,healthy,1,13179
5489,zucchini,"Looking for healthy quick lunch.
Organic turkey sandwiches in the grab n go, organic egg salad, and  out of the oven our famous vegan gluten free zucchini bread.
Or just swing by our ",31.83176,-81.61291,13179010202,0.7184,healthy,1,13179
5490,turkey,"Looking for healthy quick lunch.
Organic turkey sandwiches in the grab n go, organic egg salad, and  out of the oven our famous vegan gluten free zucchini bread.
Or just swing by our ",31.83176,-81.61291,13179010202,0.7184,healthy,1,13179
5491,corn,"Lenten Friday Lunch - Snow Crab Sandwich w/ Crab Chowder, corn cob, and Garlic Fries. Filling!

#rayscrabshack #lent #pescatarianfridaysduringlent @ Ray's Crab Shack ",37.52592,-122.00758,06001444601,0.0,healthy,0,06001
5492,corn,"333 Restaurant 
Voted BEST CRAWFISH!   
662-229-0020   
OPEN until 10PM 
Order your Crawfish &amp; Spicy Cajun Shrimp w/pots &amp; corn
333 Ribeyes, Filets, NY Strips, Sirloins served with baked ",33.77,-89.8,28043950500,0.7371,healthy,1,28043
5493,corn,"333 Restaurant
Boiled Crawfish 5.95 lb. 
Hot &amp; Mild    662-229-0020
Spicy Cajun Shrimp 8.99 half lb. comes with pots &amp; corn @ Grenada County, Mississippi ",33.77,-89.8,28043950500,0.0,healthy,1,28043
5494,corn,That's a lot of corn hole @ America's Center Convention Complex ,38.6321814,-90.19138926,29510125600,0.0,healthy,0,29510
5495,fish,Gone fishing  @ Drunken Fish ,38.62978058,-90.18440291,29510125600,0.0,healthy,0,29510
5496,meat,Drinking an Escape! by @urbanchestnut @ Midwestern Meat + Drink  ,38.6233,-90.196,29510125600,0.2481,healthy,0,29510
5497,apple,When Grayson goes to work with Dad! The next generation of Harm reductionist. #dad #dads #babyfashion #instagrambabies #babiesofinstagram #work #beard #beards #babycarrier #apple #MAC ,38.6272,-90.1978,29510125600,-0.5848,healthy,0,29510
5498,chicken,Chicken it's what's for dinner. #cooking #wednesday #chicken #dinner #stl #healthyfood @ St. Louis ,38.6272,-90.1978,29510125600,0.0,healthy,0,29510
5499,chicken,"Tastes like chicken...classic!
#stlouis #sharkchunks #liveoutloud @ St. Louis ",38.6272,-90.1978,29510125600,0.4199,healthy,0,29510
5500,chicken,"Buffalo chicken wrap.  (@ Big Daddy's on The Landing in Saint Louis, MO) ",38.63081754,-90.18396049,29510125600,0.0,healthy,0,29510
5501,fish,Check out the Drunken Fish for great sushi! ,38.62409431,-90.19171223,29510125600,0.6588,healthy,0,29510
5502,meat,Meat @ Sugarfire Smokehouse Downtown ,38.63036148,-90.18954503,29510125600,0.0,healthy,0,29510
5503,pork,"Mojito Pork Chops
#mojitoporkchops #mojito #porkchops #homechefmeals #homechef @realhomechef #yum #food @ St. Louis ",38.6272,-90.1978,29510125600,0.0,healthy,0,29510
5504,corn,"I'm at The Exchange at Corn Hill in Rochester, NY ",43.15011564,-77.61153286,36055009500,0.0,healthy,0,36055
5505,corn,#delicious #seascallops with #shitakemushrooms #corn #risotto #special #tonight #oldviningsinn #vinings #atticbar #kurtthomasmusic @ Old Vinings Inn ,33.86649071,-84.46589804,13067031207,0.0,healthy,0,13067
5506,corn,Hey foodies!! Were hanging out at @FinalFridayFood. Were stuffing our faces and hanging out till 8pm. Stop by and try to beat us at a game of corn hole.. if you dare  ,34.15999822,-118.17055001,06037460800,-0.4184,healthy,0,06037
5507,corn,Adults that play Corn Hole are the best adults ,34.17676524,-84.02972923,13139001502,0.765,healthy,0,13139
5508,corn,I made 4 corn women! They are hand built micaceous clay.  They are free hand designed.  They are kiln fired.  I did the bead work on 3 of them after I fired them.  2 have turquoise and ,34.86421054,-106.71382772,35061970200,0.4199,healthy,0,35061
5509,corn,"That corn just smoking on the left on that foil @ Southside, Atlanta, Georgia ",33.6791435,-84.388147,13121007300,0.0,healthy,1,13121
5510,corn,Im gonna intake so much fuckn corn syrup tonight.,40.63472332,-82.23488669,39005971100,0.0,healthy,0,39005
5511,corn,"This Saturday and Sunday starting at 12 noon Chef Gator will be cooking the flavorful and juicy crawfish for $7/lb 
Jumbo Shrimp Plates with corn, sausage, and potatoes $10. At Barneys at ",30.01919565,-95.43051285,48201550302,0.0,healthy,1,48201
5512,corn,"This Saturday and Sunday starting at 12 noon Chef Gator will be cooking the flavorful and juicy crawfish for $7/lb 
Jumbo Shrimp Plates with corn, sausage, and potatoes $10. At Barneys at ",30.01919565,-95.43051285,48201550302,0.0,healthy,1,48201
5513,orange,"Pet City Houston weekend sale!!!! This weekend all GloFish Accessories (marked with orange tag) are 30% off! This includes GloFish plants, gravel, lights and accessories! While youre at ",30.019080499999998,-95.4328734,48201550302,-0.3956,healthy,1,48201
5514,corn,Mohair. #skimo #grip #glide #skins #climb #pink #oneway #ski #slackcountry #backcountry #vt #802 #outside #corn #snow #mudseason @ Ascutney Outdoors and Trails ,43.46450537,-72.46610190000001,50027965900,0.0,healthy,0,50027
5515,corn,Have you tried the #9. Super Quesadilla On Corn Tortillas  #ellugardowntown #superquesadilladeMaiz @ Taqueria El Lugar On The Square ,32.351921000000004,-95.30124599999999,48423000500,0.5994,healthy,0,48423
5516,corn,If Arizona were an ice cream it'd be this prickly pear soft serve dipped with lime &amp; roasted Mexican street corn from new-to-the-Valley eatery topoarizona   Check out more ,33.35522324,-111.78942064,04013422402,-0.2789,healthy,0,04013
5517,corn,The OMG Carnitas Lonja. First time trying the blue corn tortilla quesadilla with house made chorizo @ Carnitas Lonja ,29.393179999999997,-98.48640999999999,48029140200,0.0,healthy,1,48029
5518,corn,Todays soup is Vegan Corn Chowder! Remember to stock up on all your favorites before the soup season comes to a close! @ Dee's One Smart Cookie Allergen Free Bakery ,41.71335476,-72.59965821,09003520302,0.855,healthy,0,09003
5519,peanut butter,"A cocktail without you is like a peanut butter and jelly sandwich, without the jelly...its just not right @rjayp22 #missyou #cocktail #handcrafted #delicious ",41.70416216,-72.59059586,09003520302,-0.2755,healthy,0,09003
5520,bean,Todays soup is White Bean Turkey Chili! @ Dee's One Smart Cookie Allergen Free Bakery ,41.71335476,-72.59965821,09003520302,0.7424,healthy,0,09003
5521,blueberry,"Its Vegan doughnut day here at Dees! Our flavors are Funfetti Glazed, Blueberry Glazed, &amp; Chocolate Zebra Stripe!  @ Dee's One Smart Cookie Allergen Free Bakery ",41.71335476,-72.59965821,09003520302,0.7639,healthy,0,09003
5522,blueberry,"As a special treat, we have TWO different doughnut flavors! Chocolate Zebra Stripe &amp; Blueberry Glazed!  @ Dee's One Smart Cookie Allergen Free Bakery ",41.71335476,-72.59965821,09003520302,0.8997,healthy,0,09003
5523,turkey,Todays soup is White Bean Turkey Chili! @ Dee's One Smart Cookie Allergen Free Bakery ,41.71335476,-72.59965821,09003520302,0.7424,healthy,0,09003
5524,corn,"@cutesophialoren always had the knack for finding beauty everywhere she went. Here she is at @fourseasons @fssantafe
With the amazing art of @greyshoesart ( Blue Corn in ",35.80002567,-105.92182228,35049010203,0.8225,healthy,0,35049
5525,corn,"It's #somethingonastickday and I had a corn dog! Steven made sure. #myboyfriendisamazing #adorablynauseating #everygoodthing @ Alderman Park, Jacksonville ",30.33888336,-81.57697808,12031015001,0.3802,healthy,0,12031
5526,corn,"corn dogs! 
#sportsbar #southnorwalk #blackrockct
.
.
.
#instagood #instapic #foodie #buzzfeedfood #feedfeed #huffposttaste
#foodpornshare #droolclub
#f52grams #thekitchn ",41.099334000000006,-73.4186823,09001044100,0.0,healthy,0,09001
5527,eggplant,"eggplant meatballs, spesh, obv

#eggplant #meatballs #sportsbar #southnorwalk
.
.
.
#cheflife #chefsofinstagram #chefmode #truecooks #chef #recipe #cooking #cook ",41.099334000000006,-73.4186823,09001044100,0.0,healthy,0,09001
5528,lettuce,"shrimp lettuce wraps  
#shrimp #lettuce #wrap #southnorwalk #sportsbar
.
.
.
#instagood #instapic #foodie #buzzfeedfood #feedfeed #huffposttaste
#foodpornshare ",41.099334000000006,-73.4186823,09001044100,0.0,healthy,0,09001
5529,fish,Elbow deep in a fish digestion dissection with the ICS 7th Grade at The Maritime Aquarium at Norwalk    #handsonlearning #stem @ The Maritime Aquarium at Norwalk ,41.1014606,-73.41676113,09001044100,0.0,healthy,0,09001
5530,fish,Elbow deep in a fish digestion dissection with the ICS 7th Grade at The Maritime Aquarium at Norwalk    #handsonlearning #stem @ The Maritime Aquarium at Norwalk ,41.1014606,-73.41676113,09001044100,0.0,healthy,0,09001
5531,corn,"Havent BBQd in forever! Quick cook tonight just some drumsticks and corn on the cob, all on the #Weber #WSM #BBQ #Grillbilly @ Calera, Alabama ",33.1076,-86.75,01117030501,0.0,healthy,0,01117
5532,corn,"Southwestern Turkey Leg Stew from @hank_shaws recipe featuring #pinetreepoultry turkey legs, @ranchogordo pinto beans, chicos (dried corn) from Sichler Farms in New Mexico, and roasted ",43.852470000000004,-69.62849,23015976200,0.0,healthy,0,23015
5533,carrot,"Clean out the fridge brunch: char siu tofu from andreanguyen88s #vietnamesefoodanyday, spicy roasted butternut squash seasoned with maple pepper, cumin, and cayenne, pickled carrot and ",43.85247,-69.62849,23015976200,0.4019,healthy,0,23015
5534,tofu,"Clean out the fridge brunch: char siu tofu from andreanguyen88s #vietnamesefoodanyday, spicy roasted butternut squash seasoned with maple pepper, cumin, and cayenne, pickled carrot and ",43.85247,-69.62849,23015976200,0.4019,healthy,0,23015
5535,egg,"Home Sweet Home (@ Gate 8 in Egg Harbor Township, NJ) ",39.45226705,-74.5719062,34001011702,0.4588,healthy,1,34001
5536,egg,"Meal prep for the week. Protein shake for breakfast, lunch at noon, and dinner at 6pm. Boiled egg just in case I cant hold out between breakfast and lunch. ",35.9897,-86.5869,47149040200,-0.1779,healthy,0,47149
5537,egg,"Don't miss our annual Easter Egg Story Time Pottery Sessions--Tuesday, April 2nd, 10am &amp; 6pm, and Saturday, April 6th, 10am! 
Start a wonderful, new tradition of painting eggs every year ",37.090070000000004,-94.51354,29097011000,0.6636,healthy,0,29097
5538,egg,Afternoon treats at @icecreambarsf That creme fraiche ice cream and egg cream soda are bomb diggity! @ The Ice Cream Bar - Soda Fountain and Creamery ,37.76643,-122.45033000000001,06075017102,-0.5411,healthy,0,06075
5539,egg,"I POACHED AN EGG!!!  #nobodysdead #holy&amp;!*%! @ Dutchtown, St. Louis ",38.5812,-90.2465,29510115300,0.0,healthy,0,29510
5540,egg,"Gorgeous Vintage amber egg cup! Perfect for your vintage Easter Table. 

Make it yours for only $8 plus  


To Purchase Comment MINE and immediately direct message me with ",37.72866,-76.89959,51097950400,0.8398,healthy,1,51097
5541,egg,"Oh look how adorable this cute as a button egg cup is! Well and its Vintage too!! 

Offered st only $8 plus  


To Purchase Comment MINE and immediately direct message me ",37.72866,-76.89959,51097950400,0.865,healthy,1,51097
5542,milk,"Beautiful English Hobnail Milk Glass Rose Bowl. Perfect for your Easter Table. 

Offered at only $14 plus  

To Purchase Comment MINE and immediately direct message me ",37.72866,-76.89959,51097950400,0.8225,healthy,1,51097
5543,egg,"This bad boy was delicious, it has white cheddar, friend mozzarella, chipotle ranch, spicy garlic ketchup, mustard, fried egg, applewood smoked bacon, lettuce, tomato, and pickles on a ",35.05302275,-80.84730028,37119005841,0.5267,healthy,0,37119
5544,lettuce,"This bad boy was delicious, it has white cheddar, friend mozzarella, chipotle ranch, spicy garlic ketchup, mustard, fried egg, applewood smoked bacon, lettuce, tomato, and pickles on a ",35.05302275,-80.84730028,37119005841,0.5267,healthy,0,37119
5545,egg,"90/365: breakfast for dinner

#365 #cheddar #egg #biscuit #ham #hashbrown #toasted @ Lemasney Creative ",38.0448684,-78.4707086,51540000900,0.4404,healthy,1,51540
5546,egg,"Todays brunch... brought to you @empellon tacos migas gracias
.
.
.
.
#tacos #egg #brunch #tecate #KosTello #thrillistnyc #eeeeeats #ogluttoness #infatuationnyc #eatingnyc ",40.749309999999994,-73.97664,36061008000,0.0,healthy,0,36061
5547,egg,"Soon! @ Egg Harbor Township, New Jersey ",39.3783,-74.5998,34001011802,0.0,healthy,0,34001
5548,egg,Band Parents and Pre-Performance pep talk @ Egg Harbor Township High School ,39.393799,-74.627937,34001011802,0.0,healthy,0,34001
5549,egg, @ Egg Harbor Township High School ,39.393799,-74.627937,34001011802,0.0,healthy,0,34001
5550,egg,KILLIN IT!!! @ Egg Harbor Township High School ,39.393799,-74.627937,34001011802,0.0,healthy,0,34001
5551,egg,Get it Guard! @ Egg Harbor Township High School ,39.393799,-74.627937,34001011802,0.0,healthy,0,34001
5552,egg,Show time! @ Egg Harbor Township High School ,39.393799,-74.627937,34001011802,0.0,healthy,0,34001
5553,egg,Warm ups! @ Egg Harbor Township High School ,39.393799,-74.627937,34001011802,0.2942,healthy,0,34001
5554,egg,"Youre never gonna get the body you want by just sitting on it  #fitnessfriday @ Egg Harbor Township, New Jersey ",39.3783,-74.5998,34001011802,0.0772,healthy,0,34001
5555,egg,"Interested in a job in Egg Harbor Township, NJ? This could be a great fit. Click the link in our bio to apply: Store Team Leader at Ollie's Bargain Outlet #TeamLead #Retail",39.3822537,-74.6166192,34001011802,0.8779,healthy,0,34001
5556,egg,Date night.. #markbroussard @ The Egg Performing Arts Center ,42.6505227,-73.75833829999999,36001001100,0.0,healthy,0,36001
5557,raspberry,Omnipollo Pleroma Raspberry Creme Brulee Sour cans now available.  @Omnipollo #BeerMenus,42.6623425,-73.7440622,36001001100,0.0,healthy,0,36001
5558,cherry,"Heres whats on tap for #TuesdayNightTrivia tonight (trivia starts at 630):

Signature
Ginger
Cidre Ros
Raspberry 
Wild Brandy Berry
La Casa
Heritage Mosaic
Cherry Bomb
NY ",42.66187,-73.74382,36001001100,-0.4939,healthy,0,36001
5559,raspberry,"Heres whats on tap for #TuesdayNightTrivia tonight (trivia starts at 630):

Signature
Ginger
Cidre Ros
Raspberry 
Wild Brandy Berry
La Casa
Heritage Mosaic
Cherry Bomb
NY ",42.66187,-73.74382,36001001100,-0.4939,healthy,0,36001
5560,egg,"Meal Prep Sunday 

Egg Roll in a bowl with Sriracha Mayo @ Omaha, Nebraska ",41.2557,-95.9304,31055001800,0.0,healthy,0,31055
5561,orange,"Bought these today and having a debate about what kind of flower the orange one is... @ Omaha, Nebraska ",41.2557,-95.9304,31055001800,0.0,healthy,0,31055
5562,egg,Check your local Disney Store for more information on the Magical Egg Hunt Adventure that starts April 5th.  #disney #disneystore #egghunt @ Mall of Georgia ,34.06514061,-83.98448368,13135050606,0.3182,healthy,0,13135
5563,meat,"We are trying to eat better and take better care of ourselves. jerseyms has gone plant based and the entire family has cut way back on meat eating. But I have to admit, I still love a ",34.06910738,-83.98385833,13135050606,0.9169,healthy,0,13135
5564,egg,Obakedit bracelets done by doobiebracelets BIG SHOUTOUT HE'S ONE OF THE SPONSORS FOR THE EASTER EGG HUNT FOLLOW HIS PAGE # @ Obakedit ,30.245590000000004,-92.02305,22055001100,0.0,healthy,0,22055
5565,egg,"Our Great Green Eggstravaganza is just 2 weeks away! On April 14 from 11am-3pm, enjoy a day of egg-themed activities, including our environmentally-friendly egg hunt. Make seasonal ",40.8472,-73.8553,36005025200,0.8221,healthy,0,36005
5566,egg,"Our Great Green Eggstravaganza is just 2 weeks away! On April 14 from 11am-3pm, enjoy a day of egg-themed activities, including our environmentally-friendly egg hunt. Make seasonal crafts, ",40.8472,-73.8553,36005025200,0.8221,healthy,0,36005
5567,egg,Berean Christian students and faculity take part to serve our  community at the Muse Knoxville with @knoxmomsblog at their annual Easter egg hunt! @MuseofKnoxville ,36.00850195,-83.8924325,47093001800,0.0,healthy,0,47093
5568,egg,Shout out to eggkingcafe! Its a black owned business and the Whitehaven and the food is amazing!!!! #eggkingcafe @ Egg King Cafe ,35.0267,-90.02486,47157022111,0.0,healthy,0,47157
5569,egg,"This banh mi trung chen is the best egg sandwich I've ever devoured!
#banhmi #egg #sandwich #instayum #foodpics #vietnamese #vietnamesefood  #food #foodporn #foodphotography #adventure ",34.00443,-118.43023000000001,06037272302,0.6696,healthy,0,06037
5570,egg,Spring has sprung and Easter is upon us. Stop by Fairhope Chocolate for all of your Easter chocolate. needs. Bunnies and Chicks.  Eggs and egg shaped boxes. Neuhaus of Belgium world class ,30.521900199999997,-87.9032822,01003011202,-0.296,healthy,0,01003
5571,milk,"Fresh Chocolate Barks in Milk, Dark, &amp; White, Southern Pralines, in-house made Caramel Apples, Spiced Pecans, &amp; so much more! #pralines #southernpralines #bark #chocolatebark ",30.521900199999997,-87.9032822,01003011202,0.3802,healthy,0,01003
5572,peanut butter,"On Friday, my mother took me for my pre-birthday lunch at R Bistro.  Really great shrimp &amp; grits plus I got a Peanut Butter Bomb pastry to go. #FairhopeAL #AprilFoolsDayBaby ",30.522779999999997,-87.90366999999999,01003011202,0.2944,healthy,0,01003
5573,egg,"Today's brunch,  leftover taco meat with a little egg thrown into make a kind of scramble, with Monterey and Colby cheese melted in. A drizzle of sugar free salsa, what was left of my ",29.9891,-97.8759,48209010905,0.5106,healthy,0,48209
5574,meat,"Today's brunch,  leftover taco meat with a little egg thrown into make a kind of scramble, with Monterey and Colby cheese melted in. A drizzle of sugar free salsa, what was left of my ",29.9891,-97.8759,48209010905,0.5106,healthy,0,48209
5575,egg,"Savory French Toast: Parmesan brioche, citrus hollandaise, whipped goat cheese, breaded poached egg, (and a secret berry compote underneath the toast). Delicious! @ Grand Central Palm Springs ",33.82156708,-116.54642344,06065044606,0.7901,healthy,1,06065
5576,egg,Egg Hunt Highland Village ,33.00699997,-97.19439697,48121020307,0.0,healthy,0,48121
5577,egg,Egg Hunt Highland Village ,33.09769821,-96.8839035,48121021521,0.0,healthy,0,48121
5578,egg,Egg Hunt Highland Village ,33.07749939,-97.04930115,48121021514,0.0,healthy,0,48121
5579,egg,Egg Hunt Highland Village ,33.03340149,-97.06770325,48121021725,0.0,healthy,0,48121
5580,egg,Egg Hunt Highland Village ,32.91569901,-96.89610291,48113014001,0.0,healthy,0,48113
5581,egg,Egg Hunt Highland Village ,32.9612999,-96.89129639,48113013718,0.0,healthy,0,48113
5582,egg,Egg Hunt Highland Village ,32.96450043,-96.98490143,48113014119,0.0,healthy,0,48113
5583,egg,No egg scramble. #vegan #plantbased #vegansofig #pacificbeach #sandiego #brunch #mimosas #foodporn @ Second Nature ,32.8064211,-117.2548363,06073008003,-0.296,healthy,0,06073
5584,egg,"I give to you the instagram cloud  egg! Coolest way to start the morning right! #cloudeggs #instagram #breakfast #morningmotivation @ Hendersonville, North Carolina ",35.31557,-82.45866,37089931200,0.0,healthy,0,37089
5585,turkey,Bro night on the town! #ThePoeHouse #Hendo #Downtown #Turkey #Wrap #Beer #CraftBeer #iPhoneography #WNC #828isGreat #Spring #FoodPorn #Dinner @ The Poe House ,35.314116999999996,-82.460157,37089931200,0.0,healthy,0,37089
5586,egg,Egg cartons--clean--12 and 18 count (Boise) ,43.60648375,-116.21787429,16001001000,0.0,healthy,0,16001
5587,egg,"This is usually how I roll in the morning. The food choice might change but the coffee and decor is pretty consistent. 

Breakfast today is am omelet (one egg, one egg ",44.0258,-92.4732,27109000500,0.6486,healthy,0,27109
5588,omelet,"This is usually how I roll in the morning. The food choice might change but the coffee and decor is pretty consistent. 

Breakfast today is am omelet (one egg, one egg ",44.0258,-92.4732,27109000500,0.6486,healthy,0,27109
5589,fruit,Drinking a Gummies Make Us Likeable Stone Fruit by @foragerbrewery at @ForagerBrewery  ,44.0296,-92.4781,27109000500,0.4588,healthy,0,27109
5590,meat,Made my man some spaghetti with meat sauce (threw in Broccolli and green peppers.) And made myself this delicious dish! Sweet potatoes with veggies and marinara and ,44.0258,-92.4732,27109000500,0.8256,healthy,0,27109
5591,egg,"Breakfast Sandwich!
on bubandgrandmasbread sourdough, over easy egg, micro arugula, tomato miso sauce, collard green puree, and sriracha @ Bar Nine ",34.0268299,-118.38361,06037702400,0.4926,healthy,0,06037
5592,peanut butter,Holy shit. What even is this. How do you pack this much flavor into a glass? - Drinking a Mexican Chocolate Peanut Butter Stout by @belchingbeaver @ The Bar At Culver Hotel   ,34.024,-118.39399999999999,06037702400,-0.4404,healthy,0,06037
5593,apple,"Apple Music HQ visit with Ivy Queen  #reggaeton (@ Apple, Culver City Campus in Culver City, CA) ",34.02196854,-118.38164811,06037702400,0.0,healthy,0,06037
5594,apple,"It's #WellnessWednesday in #CulverCity! Putting our blender to good use with spinach, strawberries, bananas, mangos, and apple juice #smoothies for our members! #Dairyfree, #Vegan, ",34.0242675,-118.39458729999998,06037702400,0.5399,healthy,0,06037
5595,milk,"The nut milk game is strong with this one.
#hazelnutmilk @ Bar Nine ",34.0268299,-118.38361,06037702400,0.5106,healthy,0,06037
5596,spinach,"It's #WellnessWednesday in #CulverCity! Putting our blender to good use with spinach, strawberries, bananas, mangos, and apple juice #smoothies for our members! #Dairyfree, #Vegan, ",34.0242675,-118.39458729999998,06037702400,0.5399,healthy,0,06037
5597,egg,"Braised Chickpea Bowl w/ pickled chow chow, oven roasted tomatoes, local mustard greens, preserved lemon yogurt, turmeric oil &amp; a sunny side up egg   @ The Grove Cafe &amp; Market ",35.0826854,-106.64036829,35001001500,0.4215,healthy,0,35001
5598,egg,"Braised Chickpea Bowl w/ oven roasted tomatoes, pickled chow chow, local mustard greens, preserved lemon yogurt, turmeric oil &amp; a sunny side up egg   @ The Grove Cafe &amp; Market ",35.0826854,-106.64036829,35001001500,0.4215,healthy,0,35001
5599,yogurt,"Braised Chickpea Bowl w/ pickled chow chow, oven roasted tomatoes, local mustard greens, preserved lemon yogurt, turmeric oil &amp; a sunny side up egg   @ The Grove Cafe &amp; Market ",35.0826854,-106.64036829,35001001500,0.4215,healthy,0,35001
5600,yogurt,"Braised Chickpea Bowl w/ oven roasted tomatoes, pickled chow chow, local mustard greens, preserved lemon yogurt, turmeric oil &amp; a sunny side up egg   @ The Grove Cafe &amp; Market ",35.0826854,-106.64036829,35001001500,0.4215,healthy,0,35001
5601,avocado,"Market Special... Avocado Hummus w/ marinated @ranchogordo yellow eyed peas, hard boiled egg, almonds, preserved lemon vinaigrette &amp; zaatar toast points. @ The Grove Cafe &amp; Market ",35.0826854,-106.64036829,35001001500,-0.1027,healthy,0,35001
5602,hummus,"Market Special... Avocado Hummus w/ marinated @ranchogordo yellow eyed peas, hard boiled egg, almonds, preserved lemon vinaigrette &amp; zaatar toast points. @ The Grove Cafe &amp; Market ",35.0826854,-106.64036829,35001001500,-0.1027,healthy,0,35001
5603,egg,"Way too long (@ The Egg &amp; I Restaurants - @theeggandibrand in Knoxville, TN w/ @jmwamp) ",35.939113,-83.98748,47093003700,0.0,healthy,0,47093
5604,egg,"Looks like an egg yolk!.... Yeah its Vegan Egg... hehehe  @ Calabasas, California ",34.1384,-118.661,06037800202,0.6114,healthy,0,06037
5605,orange,"I think it was last weeks episode of @rupaulsdragrace I went orange  haha
.
.
#orangealert #orange #orangemakeup #orangemakeuplook #orangeyouglad #lookhoworangeyoulook @ Calabasas, ",34.1384,-118.661,06037800202,0.4588,healthy,0,06037
5606,egg,"French toast for the table is always a good idea.  As is this Cobb Salad with a crispy poached egg that sends it over the top! 2nd photo is the Shrimp &amp; Grits, Biscuits &amp; Gravy, and ",40.672911,-73.98336638,36047013500,0.6114,healthy,0,36047
5607,yogurt,Whats your favorite flavor? Come tell Luis! @cultureny coming to #atasteoffifth2019 #theother5th #yoghurt #shoplocal #microbusiness @ Culture An American Yogurt Company ,40.67236,-73.98347,36047013500,0.5093,healthy,0,36047
5608,egg,"I'm at Another Broken Egg Cafe - @abe_burbank in Burbank, CA ",34.181852,-118.30741299999998,06037310702,-0.4767,healthy,0,06037
