,LILATracts_1And10,keyword,text,coords,lat,long,comp
18157005400,0,orange,This week in lab we had free range over the shape and I went with an upside triangle. I wanted to use blue with the orange lilies and I think the ending result turned out pretty alright @ ,"[40.42477207, -86.91210609]",40.42477207,-86.91210609,0.8176
18157005500,0,,,,,,
18157010100,0,,,,,,
18157010201,0,,,,,,
18157010203,1,meat,"Meijer is hiring in #WestLafayette, IN! Click the link in our bio to apply: Meat / Food Clerk / 2nd Shift - 2636 US 52, West Lafayette, IN 47906 #CustomerService","[40.4694677, -86.9602511]",40.4694677,-86.9602511,0.0
18157010204,1,,,,,,
18157010300,0,,,,,,
18157010400,0,,,,,,
18157010500,1,,,,,,
18157010600,0,,,,,,
18157010700,0,,,,,,
18157010800,0,,,,,,
18157010901,0,,,,,,
18157010902,0,,,,,,
18157011000,0,,,,,,
18157011100,1,,,,,,
18159020100,0,,,,,,
18159020200,0,,,,,,
18159020300,0,,,,,,
18159020400,0,,,,,,
18161960700,0,,,,,,
18161960800,0,,,,,,
18163000100,0,,,,,,
18163000201,0,,,,,,
18163000202,0,,,,,,
18163000300,0,,,,,,
18163000400,0,,,,,,
18163000500,0,,,,,,
18163000600,0,,,,,,
18163000800,0,,,,,,
18163000900,0,,,,,,
18163001000,0,,,,,,
18163001100,0,,,,,,
18163001200,0,,,,,,
18163001300,0,,,,,,
18163001400,0,,,,,,
18163001500,0,,,,,,
18163001700,0,,,,,,
18163001800,0,broccoli,I love chicken salad and broccoli-cheese soup at The Daily Grind! Delicious!!! @ The Daily Grind ,"[37.97368, -87.5658]",37.97368,-87.5658,0.877
18163001800,0,chicken,I love chicken salad and broccoli-cheese soup at The Daily Grind! Delicious!!! @ The Daily Grind ,"[37.97368, -87.5658]",37.97368,-87.5658,0.877
18163001800,0,broccoli,I love chicken salad and broccoli-cheese soup at The Daily Grind! Delicious!!! @ The Daily Grind ,"[37.97368, -87.5658]",37.97368,-87.5658,0.877
18163001900,0,,,,,,
18163002000,0,,,,,,
18163002100,0,,,,,,
18163002300,0,,,,,,
18163002400,0,,,,,,
18163002500,0,,,,,,
18163002600,0,,,,,,
18163002800,0,,,,,,
18163002900,0,,,,,,
18163003000,0,,,,,,
18163003100,1,,,,,,
18163003200,1,,,,,,
18163003300,0,,,,,,
18163003400,0,,,,,,
18163003500,0,,,,,,
18163003600,0,,,,,,
18163003701,0,,,,,,
18163003702,0,,,,,,
18163003801,0,,,,,,
18163003803,0,,,,,,
18163003804,1,,,,,,
18163003900,0,,,,,,
18163010100,1,,,,,,
18163010201,0,,,,,,
18163010202,0,,,,,,
18163010203,0,,,,,,
18163010403,0,,,,,,
18163010404,0,,,,,,
18163010500,0,,,,,,
18163010600,0,,,,,,
18163010700,0,,,,,,
18163980100,0,,,,,,
18165020100,0,,,,,,
18165020200,0,,,,,,
18165020300,0,,,,,,
18165020400,0,,,,,,
18165020500,1,,,,,,
18167000300,1,,,,,,
18167000400,1,,,,,,
18167000500,0,,,,,,
18167000600,0,,,,,,
18167000700,0,,,,,,
18167000900,1,,,,,,
18167001000,0,,,,,,
18167001100,1,,,,,,
18167001200,1,,,,,,
18167001300,1,,,,,,
18167001400,0,,,,,,
18167001500,0,,,,,,
18167001600,0,,,,,,
18167001700,1,,,,,,
18167001800,0,,,,,,
18167001900,0,,,,,,
18167010100,0,,,,,,
18167010201,0,,,,,,
18167010202,0,,,,,,
18167010300,0,,,,,,
18167010400,0,,,,,,
18167010500,0,,,,,,
18167010600,0,,,,,,
18167010701,0,,,,,,
18167010702,0,,,,,,
18167011000,0,,,,,,
18167011100,1,,,,,,
18167011200,0,,,,,,
18169102200,0,,,,,,
18169102300,0,,,,,,
18169102400,0,,,,,,
18169102500,0,,,,,,
18169102600,1,,,,,,
18169102700,0,,,,,,
18169102800,0,,,,,,
18169102900,0,,,,,,
18171951000,0,,,,,,
18171951100,0,,,,,,
18173030100,0,,,,,,
18173030200,0,,,,,,
18173030300,0,,,,,,
18173030400,0,,,,,,
18173030500,0,,,,,,
18173030600,0,,,,,,
18173030702,0,,,,,,
18173030703,0,,,,,,
18173030704,0,,,,,,
18173030705,0,,,,,,
18173030800,0,,,,,,
18175967200,0,,,,,,
18175967300,0,,,,,,
18175967400,0,,,,,,
18175967500,0,,,,,,
18175967600,0,,,,,,
18175967700,0,,,,,,
18177000200,0,,,,,,
18177000400,1,,,,,,
18177000500,1,,,,,,
18177000600,1,,,,,,
18177000700,0,,,,,,
18177000800,0,,,,,,
18177000900,1,,,,,,
18177001000,0,,,,,,
18177001100,0,,,,,,
18177010100,0,,,,,,
18177010200,0,,,,,,
18177010300,0,,,,,,
18177010400,0,,,,,,
18177010500,0,,,,,,
18177010600,1,,,,,,
18177010700,0,,,,,,
18177010800,1,,,,,,
18179040100,0,,,,,,
18179040200,0,,,,,,
18179040300,0,,,,,,
18179040400,0,,,,,,
18179040500,0,,,,,,
18179040600,1,,,,,,
18179040700,0,,,,,,
18181958100,0,,,,,,
18181958200,0,,,,,,
18181958300,0,,,,,,
18181958400,0,,,,,,
18181958500,0,,,,,,
18181958600,0,milk,Chupacabra is a Collaboration between @indianacitybeer &amp; @18thStreetBrew it is a Royal Imperial Milk Stout fermented on cocoa nibs and spiced with Madagascar vanilla ,"[40.7467, -86.7653]",40.7467,-86.7653,0.1779
18181958700,0,,,,,,
18181958800,0,,,,,,
18183050100,0,,,,,,
18183050200,0,,,,,,
18183050300,0,,,,,,
18183050400,0,,,,,,
18183050500,0,,,,,,
18183050600,0,,,,,,
18183050700,0,,,,,,
19001960100,0,,,,,,
19001960200,0,,,,,,
19001960300,0,,,,,,
19003950100,0,,,,,,
19003950200,0,,,,,,
19005960100,0,,,,,,
19005960200,0,,,,,,
19005960300,0,,,,,,
19005960400,0,,,,,,
19005960500,0,,,,,,
19007950100,0,,,,,,
19007950200,0,,,,,,
19007950300,0,,,,,,
19007950400,0,,,,,,
19007950500,0,,,,,,
19009070100,0,,,,,,
19009070200,0,,,,,,
19009070300,0,,,,,,
19011960100,0,,,,,,
19011960200,0,,,,,,
19011960300,0,,,,,,
19011960400,0,,,,,,
19011960500,0,,,,,,
19011960600,0,,,,,,
19011960700,0,,,,,,
19013000100,1,,,,,,
19013000200,0,,,,,,
19013000300,1,,,,,,
19013000400,1,,,,,,
19013000500,1,,,,,,
19013000700,0,,,,,,
19013000800,1,,,,,,
19013000900,0,,,,,,
19013001000,0,,,,,,
19013001100,0,,,,,,
19013001200,0,,,,,,
19013001301,0,,,,,,
19013001302,0,,,,,,
19013001400,0,,,,,,
19013001501,0,,,,,,
19013001502,0,,,,,,
19013001503,0,,,,,,
19013001600,1,,,,,,
19013001701,1,,,,,,
19013001702,0,,,,,,
19013001800,1,,,,,,
19013001900,0,,,,,,
19013002000,0,,,,,,
19013002200,0,,,,,,
19013002301,0,,,,,,
19013002303,1,,,,,,
19013002304,1,,,,,,
19013002400,0,,,,,,
19013002500,0,,,,,,
19013002601,1,,,,,,
19013002603,1,,,,,,
19013002604,0,,,,,,
19013002700,0,,,,,,
19013002800,0,,,,,,
19013002901,0,,,,,,
19013002902,0,,,,,,
19013003001,0,,,,,,
19013003002,0,,,,,,
19015020100,0,,,,,,
19015020200,0,,,,,,
19015020300,0,almond,"Our Keto lunch. Almond flour pancakes for bread. @ Boone, Iowa ","[42.06111111, -93.88611111]",42.06111111,-93.88611111,0.0
19015020400,1,,,,,,
19015020500,0,corn,"Don't submit then quit. Apply for jobs like ""Line Maintenance Production Manager - Corn"" at Syngenta, then look for people you might know at the company. You might be able to reach out to HR directly. Ready to apply? Check out the link in our bio. #SupplyChain #Slater, IA","[41.8796576, -93.7024622]",41.8796576,-93.7024622,0.6249
19015020600,0,,,,,,
19015020700,0,,,,,,
19017004000,0,,,,,,
19017004100,0,,,,,,
19017004200,0,,,,,,
19017004300,0,,,,,,
19017004400,0,,,,,,
19017004500,0,,,,,,
19017004600,0,,,,,,
19017004700,0,,,,,,
19019950100,0,,,,,,
19019950200,0,,,,,,
19019950300,0,,,,,,
19019950400,0,,,,,,
19019950500,0,,,,,,
19019950600,0,,,,,,
19021960100,0,,,,,,
19021960200,0,,,,,,
19021960300,0,,,,,,
19021960400,1,,,,,,
19021960500,0,,,,,,
19021960600,0,,,,,,
19023070100,0,,,,,,
19023070200,0,,,,,,
19023070300,0,,,,,,
19023070400,0,,,,,,
19023070500,0,,,,,,
19025950100,0,,,,,,
19025950200,0,,,,,,
19025950300,0,,,,,,
19025950400,0,,,,,,
19027960100,0,,,,,,
19027960200,0,,,,,,
19027960300,0,,,,,,
19027960400,0,,,,,,
19027960500,0,,,,,,
19027960600,0,,,,,,
19029190100,0,,,,,,
19029190200,1,,,,,,
19029190300,1,,,,,,
19029190400,1,,,,,,
19029190500,0,,,,,,
19031450100,0,,,,,,
19031450200,0,,,,,,
19031450300,0,,,,,,
19031450400,0,,,,,,
19031450500,0,,,,,,
19033950102,0,,,,,,
19033950200,1,,,,,,
19033950300,1,,,,,,
19033950402,0,,,,,,
19033950600,0,,,,,,
19033950700,0,,,,,,
19033950800,0,,,,,,
19033950900,0,,,,,,
19033951000,0,,,,,,
19033951400,0,,,,,,
19033951600,0,,,,,,
19035080100,0,,,,,,
19035080200,0,,,,,,
19035080300,0,,,,,,
19035080400,0,,,,,,
19037070100,0,,,,,,
19037070200,0,,,,,,
19037070300,0,,,,,,
19037070400,0,,,,,,
19039960100,0,,,,,,
19039960200,0,,,,,,
19039960300,0,,,,,,
19041080100,0,,,,,,
19041080200,0,,,,,,
19041080300,0,banana,"Happy Thursday! 

 Brewed flavored #coffee of the day is German  Chocolate Cake 
 Friday's flavor is Chocolate Cherry Cordial 
 Saturday's flavor is Banana Nut Bread 

We can't wait to ","[43.1270585, -95.14474456]",43.127058500000004,-95.14474456,0.6114
19041080300,0,cherry,"Happy Thursday! 

 Brewed flavored #coffee of the day is German  Chocolate Cake 
 Friday's flavor is Chocolate Cherry Cordial 
 Saturday's flavor is Banana Nut Bread 

We can't wait to ","[43.1270585, -95.14474456]",43.127058500000004,-95.14474456,0.6114
19041080300,0,cherry,"Happy Wednesday! 

 Brewed flavored #coffee of the day is French Caramel Creme 
 Thursday's flavor is German Chocolate Cake 
 Friday's flavor is Chocolate Cherry Cordial

We can't ","[43.1270585, -95.14474456]",43.127058500000004,-95.14474456,0.6114
19041080400,0,,,,,,
19043070100,0,,,,,,
19043070200,0,,,,,,
19043070300,0,,,,,,
19043070400,0,,,,,,
19043070500,0,,,,,,
19043070600,0,,,,,,
19045000100,0,,,,,,
19045000200,1,,,,,,
19045000300,1,,,,,,
19045000400,0,,,,,,
19045000500,0,,,,,,
19045000600,0,,,,,,
19045000700,0,,,,,,
19045000800,0,,,,,,
19045000900,0,,,,,,
19045001000,0,,,,,,
19045001100,0,,,,,,
19045001200,0,,,,,,
19047070100,0,,,,,,
19047070200,0,,,,,,
19047070300,1,,,,,,
19047070400,1,,,,,,
19047070500,0,,,,,,
19049050100,0,,,,,,
19049050200,0,,,,,,
19049050300,1,,,,,,
19049050400,0,,,,,,
19049050500,0,,,,,,
19049050600,0,,,,,,
19049050700,0,,,,,,
19049050803,0,,,,,,
19049050805,0,,,,,,
19049050807,0,,,,,,
19049050809,0,,,,,,
19049050811,0,,,,,,
19049050812,0,,,,,,
19049050901,0,,,,,,
19049050902,0,,,,,,
19051080100,0,,,,,,
19051080200,0,,,,,,
19053960100,0,,,,,,
19053960200,0,,,,,,
19053960300,0,,,,,,
19055950100,0,,,,,,
19055950200,0,,,,,,
19055950300,0,,,,,,
19055950400,0,,,,,,
19057000200,1,,,,,,
19057000300,0,,,,,,
19057000400,0,,,,,,
19057000500,0,,,,,,
19057000600,0,,,,,,
19057000700,0,,,,,,
19057000800,0,,,,,,
19057000900,0,,,,,,
19057001000,0,,,,,,
19057001100,0,,,,,,
19057001200,0,,,,,,
19059450200,0,,,,,,
19059450500,0,,,,,,
19059450800,0,,,,,,
19059451000,0,,,,,,
19059451100,0,peanut butter,"The Coco Cup Peanut Butter stout. Two of my favorite things, peanut butter and beer, brought together! @ West O Beer ","[43.34562313, -95.15044212]",43.34562313,-95.15044212,0.6114
19061000100,0,,,,,,
19061000300,1,,,,,,
19061000400,1,,,,,,
19061000500,1,,,,,,
19061000600,0,,,,,,
19061000701,1,,,,,,
19061000702,1,,,,,,
19061000801,0,,,,,,
19061000802,0,,,,,,
19061000900,0,,,,,,
19061001101,0,,,,,,
19061001102,0,,,,,,
19061001201,0,,,,,,
19061001202,0,,,,,,
19061001204,0,,,,,,
19061001205,0,,,,,,
19061010101,1,,,,,,
19061010103,0,,,,,,
19061010104,0,,,,,,
19061010105,0,,,,,,
19061010201,0,,,,,,
19061010202,0,,,,,,
19061010300,0,,,,,,
19061010400,0,,,,,,
19061010500,0,,,,,,
19061010600,0,,,,,,
19063070100,0,,,,,,
19063070200,0,,,,,,
19063070300,0,,,,,,
19063070400,0,,,,,,
19065080100,0,,,,,,
19065080200,0,,,,,,
19065080300,0,,,,,,
19065080400,0,,,,,,
19065080500,0,,,,,,
19065080600,0,,,,,,
19065080700,0,,,,,,
19067480100,0,,,,,,
19067480200,0,,,,,,
19067480300,0,,,,,,
19067480400,0,,,,,,
19067480500,0,,,,,,
19069360100,0,,,,,,
19069360200,0,,,,,,
19069360300,0,,,,,,
19071970100,0,,,,,,
19071970200,0,,,,,,
19071970300,0,,,,,,
19073080100,0,,,,,,
19073080200,0,,,,,,
19073080300,0,,,,,,
19073080500,0,,,,,,
19075960100,0,,,,,,
19075960200,0,,,,,,
19075960300,0,,,,,,
19075960400,0,,,,,,
19077950100,0,,,,,,
19077950200,0,,,,,,
19077950300,0,,,,,,
19079960100,0,,,,,,
19079960200,0,,,,,,
19079960300,0,,,,,,
19079960400,0,,,,,,
19079960500,0,,,,,,
19081270100,0,,,,,,
19081270200,0,,,,,,
19081270300,0,,,,,,
19081270400,0,,,,,,
19083480100,0,,,,,,
19083480200,0,,,,,,
19083480300,0,,,,,,
19083480400,0,,,,,,
19083480500,0,,,,,,
19083480600,0,,,,,,
19085290100,1,,,,,,
19085290200,0,,,,,,
19085290300,0,,,,,,
19085290400,0,,,,,,
19085290500,0,,,,,,
19087970100,0,,,,,,
19087970200,0,,,,,,
19087970300,1,,,,,,
19087970400,1,,,,,,
19087970500,0,,,,,,
19089960100,0,,,,,,
19089960200,0,,,,,,
19089960300,0,,,,,,
19091970100,0,,,,,,
19091970200,0,,,,,,
19091970300,0,,,,,,
19091970400,0,,,,,,
19093090100,0,,,,,,
19093090200,0,,,,,,
19093090300,0,,,,,,
19095960100,0,,,,,,
19095960200,0,,,,,,
19095960300,0,,,,,,
19095960400,0,,,,,,
19097950100,0,,,,,,
19097950200,0,,,,,,
19097950300,0,,,,,,
19097950400,0,,,,,,
19097950500,0,,,,,,
19097950600,0,,,,,,
19099040100,0,,,,,,
19099040200,0,,,,,,
19099040300,1,,,,,,
19099040400,0,,,,,,
19099040500,0,,,,,,
19099040600,0,,,,,,
19099040700,0,,,,,,
19099040800,0,,,,,,
19099040900,0,,,,,,
19101090100,0,,,,,,
19101090200,0,,,,,,
19101090300,0,,,,,,
19101090400,0,,,,,,
19103000100,0,,,,,,
19103000200,0,fish,30 minutes to kickoff #USMNT  - Drinking a Stone Enjoy By 04.20.19 by @StoneBrewing @ Coralville Bay Tropical Fish   ,"[41.6679, -91.5686]",41.6679,-91.5686,0.4939
19103000301,0,,,,,,
19103000302,0,,,,,,
19103000400,1,,,,,,
19103000500,0,,,,,,
19103000600,0,,,,,,
19103001100,0,,,,,,
19103001200,0,,,,,,
19103001300,0,,,,,,
19103001400,0,,,,,,
19103001500,0,,,,,,
19103001600,0,,,,,,
19103001700,0,,,,,,
19103001801,1,,,,,,
19103001802,1,,,,,,
19103002100,0,,,,,,
19103002300,1,,,,,,
19103010100,0,,,,,,
19103010200,0,,,,,,
19103010301,0,,,,,,
19103010302,0,,,,,,
19103010400,0,,,,,,
19103010500,0,,,,,,
19105070100,0,,,,,,
19105070300,0,,,,,,
19105070400,0,,,,,,
19105070500,1,,,,,,
19105070600,0,,,,,,
19107080100,0,,,,,,
19107080200,0,,,,,,
19107080300,0,,,,,,
19107080400,1,,,,,,
19109950100,0,,,,,,
19109950200,0,,,,,,
19109950300,0,,,,,,
19109950400,0,,,,,,
19109950500,0,,,,,,
19109950600,0,,,,,,
19111490100,0,,,,,,
19111490200,1,,,,,,
19111490300,0,,,,,,
19111490400,0,,,,,,
19111490500,0,,,,,,
19111490600,0,,,,,,
19111490700,0,,,,,,
19111490800,1,,,,,,
19111490900,1,,,,,,
19111491000,0,,,,,,
19111491100,0,,,,,,
19113000100,0,,,,,,
19113000201,0,,,,,,
19113000203,0,,,,,,
19113000205,0,,,,,,
19113000206,0,,,,,,
19113000207,0,,,,,,
19113000300,0,,,,,,
19113000400,0,,,,,,
19113000500,0,,,,,,
19113000600,0,,,,,,
19113000700,0,,,,,,
19113000800,0,,,,,,
19113000901,0,,,,,,
19113000902,0,,,,,,
19113001001,0,,,,,,
19113001002,0,,,,,,
19113001003,0,,,,,,
19113001101,0,,,,,,
19113001102,0,,,,,,
19113001200,1,,,,,,
19113001300,0,,,,,,
19113001400,0,,,,,,
19113001500,0,,,,,,
19113001600,0,,,,,,
19113001700,0,,,,,,
19113001800,0,,,,,,
19113001900,0,,,,,,
19113002200,0,,,,,,
19113002300,0,,,,,,
19113002400,0,,,,,,
19113002500,0,,,,,,
19113002600,0,,,,,,
19113002700,0,chicken,"Chicken fried quinoa and potato salad (@ Baggot Street Bistro in Cedar Rapids, IA) ","[41.97817082, -91.65583693]",41.97817082,-91.65583693,0.0
19113002700,0,quinoa,"Chicken fried quinoa and potato salad (@ Baggot Street Bistro in Cedar Rapids, IA) ","[41.97817082, -91.65583693]",41.97817082,-91.65583693,0.0
19113002800,0,,,,,,
19113002900,0,,,,,,
19113003001,0,,,,,,
19113003002,1,,,,,,
19113010100,0,,,,,,
19113010200,0,,,,,,
19113010300,0,,,,,,
19113010400,0,,,,,,
19113010500,0,,,,,,
19113010600,0,,,,,,
19113010700,0,,,,,,
19113010800,0,,,,,,
19115450100,0,,,,,,
19115450200,0,,,,,,
19115450300,0,,,,,,
19117950100,0,,,,,,
19117950200,0,,,,,,
19117950300,0,,,,,,
19117950400,1,,,,,,
19119950100,0,,,,,,
19119950200,0,,,,,,
19119950300,0,,,,,,
19121060100,0,,,,,,
19121060200,0,,,,,,
19121060300,0,,,,,,
19123950100,0,,,,,,
19123950200,0,,,,,,
19123950300,0,,,,,,
19123950400,0,,,,,,
19123950500,1,,,,,,
19123950600,0,,,,,,
19123950700,0,,,,,,
19125030100,0,,,,,,
19125030200,0,,,,,,
19125030300,0,,,,,,
19125030401,0,,,,,,
19125030402,0,,,,,,
19125030500,0,,,,,,
19125030600,0,,,,,,
19125030700,0,,,,,,
19127950100,0,,,,,,
19127950200,0,,,,,,
19127950300,0,,,,,,
19127950400,0,,,,,,
19127950500,0,,,,,,
19127950600,0,,,,,,
19127950700,1,,,,,,
19127950800,0,,,,,,
19127950900,1,,,,,,
19127951000,0,,,,,,
19129040100,0,,,,,,
19129040201,0,,,,,,
19129040202,0,,,,,,
19129040301,0,,,,,,
19129040302,0,,,,,,
19131560100,0,,,,,,
19131560200,0,,,,,,
19131560300,0,,,,,,
19133960100,0,,,,,,
19133960200,0,,,,,,
19133960300,0,,,,,,
19133960400,0,,,,,,
19135070100,0,,,,,,
19135070200,0,,,,,,
19135070300,1,,,,,,
19137960100,0,,,,,,
19137960200,0,,,,,,
19137960300,0,,,,,,
19137960400,0,,,,,,
19139050100,0,,,,,,
19139050200,0,,,,,,
19139050300,0,,,,,,
19139050400,0,,,,,,
19139050500,0,,,,,,
19139050600,0,,,,,,
19139050700,0,,,,,,
19139050800,0,,,,,,
19139050900,0,,,,,,
19139051000,0,,,,,,
19141490100,0,,,,,,
19141490200,0,,,,,,
19141490300,0,,,,,,
19141490400,0,,,,,,
19143460100,0,,,,,,
19143460200,0,,,,,,
19145490100,0,,,,,,
19145490200,1,,,,,,
19145490300,0,,,,,,
19145490400,0,,,,,,
19145490500,0,,,,,,
19145490600,1,,,,,,
19147960100,0,,,,,,
19147960200,0,,,,,,
19147960300,0,,,,,,
19147960400,0,,,,,,
19149970100,0,,,,,,
19149970200,0,,,,,,
19149970300,0,,,,,,
19149970400,0,,,,,,
19149970500,0,,,,,,
19149970600,0,,,,,,
19151780100,0,,,,,,
19151780200,0,,,,,,
19151780300,0,,,,,,
19153000101,1,,,,,,
19153000102,1,,,,,,
19153000103,0,,,,,,
19153000201,0,,,,,,
19153000202,0,,,,,,
19153000300,0,,,,,,
19153000400,0,,,,,,
19153000500,0,,,,,,
19153000600,0,,,,,,
19153000701,0,,,,,,
19153000702,0,,,,,,
19153000703,0,,,,,,
19153000704,0,,,,,,
19153000801,0,,,,,,
19153000802,0,,,,,,
19153000803,0,,,,,,
19153000901,0,,,,,,
19153000902,0,,,,,,
19153001000,0,,,,,,
19153001100,0,,,,,,
19153001200,0,,,,,,
19153001500,0,,,,,,
19153001700,0,,,,,,
19153001800,0,,,,,,
19153001900,1,,,,,,
19153002100,0,,,,,,
19153002600,0,,,,,,
19153002700,0,,,,,,
19153002800,0,,,,,,
19153002900,0,,,,,,
19153003001,0,,,,,,
19153003002,0,,,,,,
19153003100,0,,,,,,
19153003200,0,,,,,,
19153003901,0,,,,,,
19153003902,0,,,,,,
19153004001,1,,,,,,
19153004004,0,,,,,,
19153004100,0,,,,,,
19153004200,1,,,,,,
19153004300,0,,,,,,
19153004400,0,,,,,,
19153004501,0,,,,,,
19153004502,0,,,,,,
19153004602,0,,,,,,
19153004603,0,,,,,,
19153004701,1,,,,,,
19153004702,1,,,,,,
19153004800,0,,,,,,
19153004900,0,,,,,,
19153005000,0,,,,,,
19153005100,1,raspberry,Drinking a Raspberry Imperial Stout by @peacetreebrew @ Hy-Vee Market Grille  ,"[41.5847, -93.622]",41.5847,-93.62200000000001,0.1779
19153005200,0,,,,,,
19153005300,1,,,,,,
19153010101,0,,,,,,
19153010102,0,,,,,,
19153010203,0,,,,,,
19153010205,0,,,,,,
19153010207,0,,,,,,
19153010208,0,,,,,,
19153010209,0,,,,,,
19153010211,0,,,,,,
19153010212,0,,,,,,
19153010404,0,,,,,,
19153010405,0,fruit,Woops... #fridgecrawl - jammy and fresh fruit! Sorry I forgot about you hon! - Drinking a Summer Jam by @BigGroveBrewery @ Rolling Green Elementary School   ,"[41.6325, -93.7295]",41.6325,-93.7295,0.3786
19153010405,0,peanut butter,"Oh yeah, I have (at least) one of these to consume. Jesus, I don't think I will get to try the QM again tonight after checking the abv on this one... especially since it is already half gone. Yuge PB and sweet choco... (Imperial Peanut Butter) ","[41.6356, -93.7283]",41.6356,-93.7283,0.6369
19153010406,0,,,,,,
19153010407,0,,,,,,
19153010408,0,,,,,,
19153010409,0,,,,,,
19153010500,0,,,,,,
19153010600,0,,,,,,
19153010702,0,,,,,,
19153010703,0,,,,,,
19153010705,0,,,,,,
19153010706,0,,,,,,
19153010802,0,,,,,,
19153010803,0,,,,,,
19153010804,0,,,,,,
19153011001,1,,,,,,
19153011021,0,,,,,,
19153011025,0,,,,,,
19153011026,0,,,,,,
19153011027,0,,,,,,
19153011028,0,,,,,,
19153011111,0,,,,,,
19153011112,0,,,,,,
19153011113,0,,,,,,
19153011114,0,,,,,,
19153011201,0,,,,,,
19153011203,0,,,,,,
19153011205,1,,,,,,
19153011206,0,,,,,,
19153011300,0,,,,,,
19153011404,0,,,,,,
19153011500,0,,,,,,
19153011600,0,,,,,,
19153011701,0,,,,,,
19153011702,0,,,,,,
19155021200,1,,,,,,
19155021400,0,,,,,,
19155021501,0,,,,,,
19155021502,0,,,,,,
19155021602,0,,,,,,
19155021603,0,,,,,,
19155021701,0,,,,,,
19155021702,0,,,,,,
19155030100,0,,,,,,
19155030200,0,,,,,,
19155030300,0,,,,,,
19155030401,1,,,,,,
19155030402,1,,,,,,
19155030501,0,,,,,,
19155030502,0,,,,,,
19155030601,0,,,,,,
19155030602,0,,,,,,
19155030700,0,,,,,,
19155030800,1,,,,,,
19155030900,0,,,,,,
19155031000,0,,,,,,
19155031100,0,,,,,,
19155031200,0,,,,,,
19155031300,1,,,,,,
19155031400,1,,,,,,
19155031601,0,,,,,,
19155031602,0,,,,,,
19155031700,0,,,,,,
19155031800,0,,,,,,
19155031900,0,,,,,,
19157370100,0,,,,,,
19157370200,0,,,,,,
19157370300,0,,,,,,
19157370400,0,,,,,,
19157370500,0,,,,,,
19159950100,0,,,,,,
19159950200,0,,,,,,
19161080100,0,,,,,,
19161080200,0,,,,,,
19161080300,0,,,,,,
19161080400,0,,,,,,
19163010101,0,,,,,,
19163010102,0,,,,,,
19163010201,0,,,,,,
19163010202,0,,,,,,
19163010300,0,,,,,,
19163010401,0,,,,,,
19163010402,0,,,,,,
19163010600,0,,,,,,
19163010700,0,,,,,,
19163010800,0,,,,,,
19163010900,0,,,,,,
19163011000,0,,,,,,
19163011100,0,,,,,,
19163011200,0,,,,,,
19163011300,0,,,,,,
19163011400,0,,,,,,
19163011500,0,,,,,,
19163011600,0,,,,,,
19163011700,0,,,,,,
19163011800,0,,,,,,
19163011900,0,,,,,,
19163012000,0,,,,,,
19163012100,0,,,,,,
19163012200,0,,,,,,
19163012300,0,,,,,,
19163012400,1,,,,,,
19163012501,1,,,,,,
19163012502,0,,,,,,
19163012601,0,,,,,,
19163012602,0,,,,,,
19163012701,0,,,,,,
19163012702,0,,,,,,
19163012801,0,,,,,,
19163012802,0,,,,,,
19163012901,0,,,,,,
19163012902,0,,,,,,
19163013000,0,,,,,,
19163013100,0,,,,,,
19163013200,0,,,,,,
19163013300,0,,,,,,
19163013400,0,,,,,,
19163013500,0,,,,,,
19163013600,0,,,,,,
19163013702,0,,,,,,
19163013703,0,,,,,,
19163013705,0,,,,,,
19163013706,0,,,,,,
19165960100,0,,,,,,
19165960200,0,,,,,,
19165960300,0,,,,,,
19165960400,0,,,,,,
19167070100,0,,,,,,
19167070200,0,,,,,,
19167070300,0,,,,,,
19167070400,0,,,,,,
19167070500,0,,,,,,
19167070600,0,,,,,,
19167070700,0,,,,,,
19169000100,0,,,,,,
19169000200,0,,,,,,
19169000300,0,,,,,,
19169000400,0,,,,,,
19169000500,1,,,,,,
19169000600,0,,,,,,
19169000700,0,,,,,,
19169000800,1,,,,,,
19169000900,0,,,,,,
19169001000,0,,,,,,
19169001100,1,,,,,,
19169001200,0,,,,,,
19169001301,1,,,,,,
19169001302,0,,,,,,
19169010100,0,,,,,,
19169010200,0,,,,,,
19169010300,0,,,,,,
19169010400,0,,,,,,
19169010500,0,,,,,,
19169010600,0,,,,,,
19171290100,0,,,,,,
19171290200,0,,,,,,
19171290300,0,,,,,,
19171290400,0,,,,,,
19171290500,1,,,,,,
19171290600,0,,,,,,
19173180100,0,,,,,,
19173180200,0,,,,,,
19173180300,0,,,,,,
19175190100,0,,,,,,
19175190200,0,,,,,,
19175190300,0,,,,,,
19175190400,0,,,,,,
19177950100,0,,,,,,
19177950200,0,,,,,,
19179960100,0,,,,,,
19179960200,1,,,,,,
19179960300,0,,,,,,
19179960400,1,,,,,,
19179960500,1,,,,,,
19179960600,0,,,,,,
19179960700,0,,,,,,
19179960800,0,,,,,,
19179960900,1,,,,,,
19179961000,1,,,,,,
19179961100,0,,,,,,
19181020100,0,,,,,,
19181020200,0,,,,,,
19181020300,0,fruit,Drinking a Larrys Latest Flamingo Fruit Fight by @BellsBrewery @ Beer Nest  ,"[41.4976, -93.6775]",41.4976,-93.6775,-0.3818
19181020400,0,,,,,,
19181020500,0,,,,,,
19181020600,0,,,,,,
19181020700,0,,,,,,
19181020800,0,,,,,,
19181020900,1,,,,,,
19181021000,1,,,,,,
